,GOV18D,GOV18R,PRECID,NAME
765,388,222,2147483647,Routt 009
766,517,224,1320216230,Denver 230
767,190,564,2147483647,Weld 131
768,211,401,2147483647,Weld 252
769,465,548,2147483647,Larimer 517
770,521,408,2147483647,Broomfield 026
771,475,165,1260303107,Arapahoe 107
772,177,280,2147483647,Pueblo 108
773,309,689,2147483647,Weld 237
774,466,267,2145235227,Larimer 227
775,76,226,2147483647,Bent 001
776,205,213,2147483647,Pueblo 102
777,338,254,2147483647,Larimer 405
778,332,371,2147483647,Larimer 408
779,530,233,2147483647,Boulder 628
780,307,403,2147483647,Arapahoe 147
781,143,348,2147483647,Otero 011
782,321,403,2147483647,El Paso 134
783,415,294,2147483647,Arapahoe 239
784,284,349,2147483647,Arapahoe 144
785,834,109,2147483647,Boulder 812
786,163,350,2147483647,Logan 006
787,672,50,2147483647,Boulder 827
788,286,234,2147483647,Las Animas 016
789,619,46,2147483647,Boulder 867
790,334,702,2147483647,Weld 143
791,554,130,2147483647,Boulder 625
792,379,405,2147483647,Adams 062
793,362,219,2147483647,Eagle 018
794,290,34,2147483647,Boulder 835
795,500,220,1310916928,Denver 928
796,604,116,2147483647,Boulder 857
797,198,508,2147483647,Adams 243
798,409,206,2147483647,Broomfield 009
799,273,153,2147483647,Pueblo 009
800,123,180,2147483647,Las Animas 006
801,145,41,2147483647,Arapahoe 529
802,296,227,2147483647,Pueblo 062
803,288,54,2147483647,Boulder 875
804,255,159,2147483647,Arapahoe 540
805,245,246,2147483647,Pueblo 103
806,150,334,2147483647,Alamosa 005
807,272,322,2147483647,Weld 336
808,179,574,2147483647,Weld 128
809,385,318,2147483647,Arapahoe 217
810,312,283,2147483647,Arapahoe 446
811,209,218,2147483647,Douglas 501
812,119,389,2147483647,Otero 016
813,170,377,2147483647,Fremont 008
814,240,385,2147483647,Adams 189
815,456,206,2147483647,Boulder 615
816,210,302,2147483647,Pueblo 204
817,310,240,2147483647,Larimer 439
818,202,114,2147483647,Adams 208
819,322,221,2147483647,Arapahoe 161
820,158,328,2147483647,Weld 119
821,307,347,2147483647,Pueblo 087
822,337,390,2147483647,Weld 205
823,625,263,2147483647,Arapahoe 410
824,408,128,2147483647,Arapahoe 408
825,729,89,2147483647,Boulder 858
826,259,484,2147483647,Mesa 009
827,661,112,2147483647,Boulder 802
828,294,501,2147483647,Larimer 434
829,599,134,1340516508,Denver 508
830,181,386,2147483647,Alamosa 008
831,240,385,2147483647,Weld 230
832,283,123,2147483647,Pueblo 052
833,233,337,2026047008,Park 008
834,289,31,2147483647,Boulder 838
835,384,116,2052619003,Eagle 003
836,198,50,2147483647,Pueblo 032
837,287,152,2147483647,Pueblo 085
838,654,95,2147483647,Boulder 500
839,268,312,2147483647,Arapahoe 285
840,380,324,2147483647,Jefferson 079
841,352,188,1260303119,Arapahoe 119
842,221,441,2147483647,Park 003
843,236,473,2147483647,Adams 228
844,585,907,2147483647,Douglas 114
845,287,205,1260303122,Arapahoe 122
846,327,135,2052619014,Eagle 014
847,256,219,2147483647,Arapahoe 145
848,491,178,1260303112,Arapahoe 112
849,198,103,2147483647,Otero 005
850,352,294,2147483647,Arapahoe 369
851,456,220,2086159010,Summt 010
852,449,356,2147483647,Boulder 638
853,305,806,2147483647,El Paso 318
854,171,233,2147483647,El Paso 135
855,432,357,2147483647,Arapahoe 168
856,416,673,2147483647,Weld 213
857,364,350,2147483647,Pueblo 066
858,312,229,2147483647,Larimer 546
859,286,304,2147483647,Larimer 440
860,193,408,2147483647,Pueblo 216
861,173,290,2147483647,Fremont 006
862,408,294,2147483647,Arapahoe 224
863,434,298,2147483647,Arapahoe 220
864,411,637,2147483647,Douglas 327
865,326,315,1162230013,Jefferson 013
866,566,171,1320216227,Denver 227
867,596,160,2147483647,Boulder 304
868,611,47,1330816814,Denver 814
869,684,136,2147483647,Boulder 908
870,597,65,1320216218,Denver 218
871,319,279,2147483647,Boulder 635
872,370,148,2052619002,Eagle 002
873,673,161,1310816853,Denver 853
874,225,461,2147483647,Rio Grande 010
875,686,241,1310616629,Denver 629
876,316,338,2147483647,Gilpin 003
877,206,367,2147483647,Fremont 014
878,203,258,2147483647,Larimer 540
879,293,170,2147483647,Arapahoe 316
880,539,159,2147483647,Routt 014
881,575,203,2147483647,Boulder 501
882,329,259,2147483647,Arapahoe 164
883,124,393,2147483647,Conejos 008
884,507,473,2147483647,Arapahoe 373
885,602,58,2147483647,Boulder 855
886,241,177,2147483647,Arapahoe 444
887,202,408,2147483647,Pueblo 402
888,163,526,2147483647,Arapahoe 366
889,376,415,2147483647,Larimer 438
890,514,226,1320216231,Denver 231
891,275,454,2147483647,Weld 219
892,226,410,2147483647,Weld 251
893,408,450,2147483647,La Plata 026
894,552,112,2147483647,Boulder 311
895,747,89,1310816852,Denver 852
896,835,160,1320216224,Denver 224
897,600,106,1330616602,Denver 602
898,124,359,2081325004,Grand 004
899,514,40,2147483647,Boulder 829
900,119,547,2147483647,Weld 152
901,389,365,2147483647,Jefferson 083
902,743,82,1330816820,Denver 820
903,84,245,2147483647,Yuma 013
904,422,193,2086159016,Summt 016
905,420,225,2086159015,Summt 015
906,610,290,1310616652,Denver 652
907,286,340,2147483647,Weld 220
908,327,347,2147483647,Arapahoe 214
909,234,530,2147483647,Weld 208
910,709,82,1330816825,Denver 825
911,389,339,2147483647,Arapahoe 187
912,197,285,2147483647,Montrose 014
913,303,415,2147483647,Larimer 511
914,349,328,2147483647,Jefferson 219
915,459,383,2147483647,Arapahoe 170
916,645,144,2147483647,Boulder 403
917,375,306,2147483647,Arapahoe 193
918,244,83,2147483647,Pueblo 073
919,421,323,1260303136,Arapahoe 136
920,606,225,2147483647,Boulder 312
921,183,439,2147483647,Fremont 009
922,429,142,1340516518,Denver 518
923,491,29,2147483647,Boulder 830
924,708,95,1310816842,Denver 842
925,236,185,2147483647,Otero 009
926,601,285,1310616644,Denver 644
927,358,192,2086159006,Summt 006
928,143,430,2147483647,Elbert 8
929,411,458,2147483647,Mesa 036
930,564,413,2147483647,Weld 346
931,896,212,1340516514,Denver 514
932,706,58,2147483647,Boulder 803
933,328,285,2147483647,Arapahoe 238
934,295,225,2147483647,Arapahoe 314
935,476,770,2147483647,Douglas 247
936,454,276,2147483647,Larimer 441
937,191,59,2147483647,Pueblo 029
938,820,262,1340516513,Denver 513
939,677,246,1320616632,Denver 632
940,518,156,1310616630,Denver 630
941,379,370,2147483647,Arapahoe 222
942,286,183,2147483647,Pueblo 038
943,320,239,2147483647,Arapahoe 159
944,691,51,1330816817,Denver 817
945,588,231,2147483647,Boulder 404
946,418,331,2147483647,Larimer 406
947,318,451,2147483647,Larimer 437
948,264,394,2147483647,Weld 204
949,176,557,2147483647,Delta 013
950,298,274,2147483647,Arapahoe 306
951,213,362,2147483647,Weld 224
952,292,510,1260303133,Arapahoe 133
953,510,223,1310903137,Arapahoe 137
954,326,94,1330716742,Denver 742
955,429,169,1260303118,Arapahoe 118
956,428,271,2147483647,Boulder 640
957,129,128,2147483647,Weld 142
958,410,354,2147483647,Arapahoe 186
959,57,363,2147483647,Moffat 002
960,380,280,2147483647,Arapahoe 438
961,655,443,1320616635,Denver 635
962,211,203,2147483647,Pueblo 109
963,723,107,1320216222,Denver 222
964,328,172,2147483647,Park 002
965,307,144,2147483647,Boulder 631
966,331,208,2147483647,Arapahoe 143
967,646,67,1330816821,Denver 821
968,346,243,2147483647,Arapahoe 452
969,396,326,2147483647,Arapahoe 142
970,326,577,2147483647,Weld 255
971,656,50,2147483647,Boulder 884
972,732,97,1320216214,Denver 214
973,426,212,2147483647,Delta 019
974,647,152,2147483647,Boulder 207
975,680,49,1340516543,Denver 543
976,326,413,2147483647,Arapahoe 216
977,162,86,2147483647,Arapahoe 549
978,236,129,2147483647,Otero 008
979,218,370,2147483647,Fremont 017
980,204,289,2147483647,Rio Grande 003
981,447,280,2147483647,Boulder 639
982,184,345,2147483647,Delta 005
983,351,61,2147483647,Boulder 876
984,235,570,2147483647,Douglas 346
985,375,316,2081325012,Grand 012
986,225,501,2147483647,Weld 206
987,308,234,2147483647,Arapahoe 333
988,347,401,2147483647,Adams 070
989,334,379,2147483647,Arapahoe 379
990,646,276,1320616621,Denver 621
991,57,264,2147483647,Phillips 001
992,624,283,2145235211,Larimer 211
993,151,390,2147483647,Delta 012
994,73,462,2147483647,Rio Blanco 002
995,648,66,2147483647,Boulder 822
996,403,171,2147483647,Arapahoe 535
997,711,105,2147483647,Boulder 887
998,185,631,2147483647,El Paso 218
999,752,87,2147483647,Boulder 874
1000,234,156,2147483647,Adams 140
1001,310,189,2147483647,Arapahoe 271
1002,173,296,2147483647,Pueblo 205
1003,356,251,2147483647,Arapahoe 268
1004,311,426,2147483647,Douglas 216
1005,333,305,2147483647,Arapahoe 211
1006,342,253,2147483647,Arapahoe 272
1007,218,518,2147483647,Pueblo 220
1008,231,365,2147483647,Douglas 347
1009,312,249,2147483647,Arapahoe 178
1010,608,221,1320216248,Denver 248
1011,313,464,2147483647,Larimer 806
1012,344,858,2147483647,Douglas 333
1013,417,317,2145335333,Larimer 333
1014,129,555,2147483647,Weld 316
1015,551,38,2147483647,Boulder 831
1016,324,443,2147483647,Larimer 430
1017,406,309,2147483647,Garfield 011
1018,275,542,2147483647,Montrose 026
1019,278,130,2147483647,Pueblo 072
1020,762,107,1330816832,Denver 832
1021,417,226,2052619013,Eagle 013
1022,682,113,1310616606,Denver 606
1023,438,149,2145335344,Larimer 344
1024,317,418,2147483647,Larimer 421
1025,240,214,2147483647,Adams 204
1026,407,345,2147483647,Adams 048
1027,223,446,2147483647,Weld 203
1028,210,465,2147483647,Pueblo 302
1029,772,78,1330816824,Denver 824
1030,237,533,2147483647,Montrose 022
1031,239,87,1260303125,Arapahoe 125
1032,322,132,2147483647,Arapahoe 233
1033,535,53,1330716704,Denver 704
1034,334,513,2147483647,Douglas 328
1035,169,317,2147483647,Conejos 006
1036,630,48,2147483647,Boulder 845
1037,936,122,1320216216,Denver 216
1038,635,159,2147483647,Boulder 210
1039,80,456,2147483647,Montrose 005
1040,110,659,2147483647,Elbert 13
1041,296,161,2147483647,Huerfano 004
1042,447,839,2147483647,Douglas 509
1043,180,501,2147483647,Mesa 016
1044,413,315,2147483647,Arapahoe 182
1045,459,400,2147483647,Jefferson 041
1046,795,90,2147483647,Boulder 818
1047,239,80,2147483647,Pueblo 074
1048,236,657,2147483647,Weld 229
1049,162,556,2147483647,Adams 247
1050,258,515,2147483647,Weld 235
1051,318,128,2147483647,Pueblo 083
1052,300,287,2147483647,Arapahoe 277
1053,341,292,2147483647,Adams 077
1054,465,381,2147483647,Arapahoe 195
1055,445,363,2147483647,Weld 344
1056,163,552,2147483647,Weld 342
1057,246,362,2147483647,Weld 150
1058,337,132,2086159014,Summt 014
1059,238,341,2147483647,Weld 241
1060,418,210,2145335340,Larimer 340
1061,287,292,2147483647,Larimer 547
1062,744,100,1320216251,Denver 251
1063,978,222,2147483647,Boulder 314
1064,480,500,2147483647,Arapahoe 229
1065,431,227,2147483647,Gunnison 009
1066,458,330,2147483647,Arapahoe 225
1067,142,69,2147483647,Pueblo 077
1068,124,282,2147483647,Prowers 008
1069,392,224,2147483647,Broomfield 018
1070,369,277,2147483647,Arapahoe 185
1071,185,441,2147483647,Otero 003
1072,384,252,2147483647,Arapahoe 303
1073,170,197,2147483647,Pueblo 113
1074,374,236,2147483647,Boulder 641
1075,649,221,1310916906,Denver 906
1076,398,291,2147483647,Jefferson 135
1077,237,820,2147483647,Elbert 9
1078,267,455,2147483647,Pueblo 106
1079,346,383,2147483647,Arapahoe 177
1080,39,224,2147483647,Baca 004
1081,379,198,2147483647,Pueblo 024
1082,370,271,2147483647,Arapahoe 158
1083,274,222,2147483647,Las Animas 010
1084,484,43,1330816805,Denver 805
1085,774,153,1330816835,Denver 835
1086,228,466,2026047011,Park 011
1087,258,344,2147483647,Pueblo 104
1088,322,474,2147483647,Jefferson 068
1089,720,216,1320216236,Denver 236
1090,428,207,2147483647,Adams 009
1091,533,232,2147483647,Boulder 612
1092,657,137,2147483647,Boulder 205
1093,401,485,2147483647,Weld 233
1094,463,300,2147483647,Adams 057
1095,558,47,1330816804,Denver 804
1096,699,56,1330816822,Denver 822
1097,318,127,2147483647,Pueblo 081
1098,316,178,2147483647,Lake 004
1099,1261,130,1320216220,Denver 220
1100,344,248,2021310004,Clear Creek 004
1101,464,355,2147483647,Adams 043
1102,249,617,2147483647,Douglas 511
1103,487,231,2147483647,Eagle 028
1104,345,491,1260303131,Arapahoe 131
1105,340,276,2145335331,Larimer 331
1106,753,129,1330816834,Denver 834
1107,388,161,2147483647,Lake 003
1108,422,380,2145235243,Larimer 243
1109,222,316,2147483647,Larimer 543
1110,232,61,2147483647,Boulder 609
1111,493,282,2147483647,Arapahoe 255
1112,344,671,2147483647,El Paso 319
1113,166,68,2147483647,Arapahoe 528
1114,367,300,2147483647,Arapahoe 167
1115,352,403,2147483647,Larimer 410
1116,384,332,2147483647,Arapahoe 279
1117,315,333,2147483647,Adams 079
1118,761,104,1330816831,Denver 831
1119,453,364,2147483647,Jefferson 053
1120,235,399,2147483647,Adams 188
1121,786,197,2147483647,Boulder 912
1122,393,236,2147483647,Larimer 529
1123,391,313,2147483647,Broomfield 020
1124,167,260,2147483647,Fremont 005
1125,675,56,2147483647,Boulder 819
1126,622,177,1320216241,Denver 241
1127,393,265,2147483647,Arapahoe 283
1128,708,258,1320616633,Denver 633
1129,361,707,2147483647,Arapahoe 149
1130,775,180,1340516511,Denver 511
1131,434,228,2147483647,Arapahoe 418
1132,411,119,2147483647,Boulder 622
1133,366,256,2147483647,Boulder 602
1134,208,545,2147483647,Montrose 019
1135,821,80,1330816823,Denver 823
1136,312,468,2147483647,Douglas 323
1137,390,359,2147483647,Boulder 646
1138,461,241,2021310001,Clear Creek 001
1139,832,361,2147483647,Boulder 300
1140,234,76,2147483647,Pueblo 079
1141,820,77,2147483647,Boulder 814
1142,654,195,2147483647,Boulder 106
1143,490,159,2145335311,Larimer 311
1144,404,258,2145235245,Larimer 245
1145,254,476,2147483647,Mesa 034
1146,331,270,2147483647,Arapahoe 273
1147,543,188,2147483647,Boulder 800
1148,388,155,2147483647,Pueblo 084
1149,823,93,1310816846,Denver 846
1150,382,275,2147483647,Adams 054
1151,248,606,2147483647,Douglas 306
1152,346,418,2147483647,Archuleta 001
1153,353,610,2147483647,Larimer 409
1154,825,77,2147483647,Boulder 809
1155,269,359,2147483647,El Paso 138
1156,683,94,1340216203,Denver 203
1157,243,526,2147483647,Weld 124
1158,102,581,2147483647,Logan 010
1159,569,192,1320216242,Denver 242
1160,356,237,2147483647,Arapahoe 163
1161,454,385,2147483647,Arapahoe 169
1162,399,401,2147483647,Arapahoe 353
1163,284,91,2147483647,Pueblo 071
1164,412,320,2147483647,Adams 050
1165,330,554,1260303132,Arapahoe 132
1166,383,461,2147483647,Douglas 218
1167,271,508,2147483647,Pueblo 209
1168,623,183,1310616615,Denver 615
1169,100,322,2147483647,Garfield 025
1170,153,507,2147483647,Adams 248
1171,346,479,2147483647,Jefferson 098
1172,534,152,1310616625,Denver 625
1173,646,235,2145235212,Larimer 212
1174,361,409,2147483647,El Paso 206
1175,918,209,1340516512,Denver 512
1176,388,188,2086159007,Summt 007
1177,237,352,2147483647,Weld 254
1178,593,131,2147483647,Boulder 303
1179,838,72,1310216211,Denver 211
1180,297,375,2147483647,El Paso 115
1181,405,212,2147483647,Larimer 101
1182,460,431,2021310009,Clear Creek 009
1183,623,103,1330716710,Denver 710
1184,431,729,2147483647,Weld 240
1185,385,177,2147483647,Pueblo 080
1186,759,128,1310816854,Denver 854
1187,476,211,2147483647,Arapahoe 428
1188,946,94,1330816827,Denver 827
1189,487,118,2145335339,Larimer 339
1190,450,162,2147483647,Pitkin 008
1191,446,567,2147483647,Douglas 213
1192,589,38,2147483647,Boulder 871
1193,112,544,2147483647,Weld 144
1194,618,365,2147483647,Jefferson 037
1195,425,27,1330516516,Denver 516
1196,397,287,2147483647,Larimer 412
1197,265,106,2147483647,Gunnison 010
1198,689,111,2147483647,Boulder 846
1199,573,457,2147483647,Jefferson 054
1200,576,67,2147483647,Boulder 853
1201,791,70,1310816843,Denver 843
1202,456,390,2147483647,Arapahoe 189
1203,312,126,2147483647,Arapahoe 541
1204,988,135,1320216212,Denver 212
1205,127,484,2147483647,El Paso 502
1206,407,130,1320916939,Denver 939
1207,443,322,2147483647,Jefferson 246
1208,803,136,1330816833,Denver 833
1209,192,502,2147483647,Fremont 001
1210,547,244,2145335316,Larimer 316
1211,113,428,2147483647,Yuma 004
1212,335,247,2147483647,Arapahoe 466
1213,113,569,2147483647,Weld 308
1214,368,467,2147483647,Douglas 230
1215,406,371,2147483647,Jefferson 168
1216,263,205,2147483647,Adams 209
1217,216,677,2147483647,Weld 117
1218,682,189,2147483647,Boulder 203
1219,220,215,2147483647,Arapahoe 284
1220,667,364,2147483647,Jefferson 233
1221,260,460,2147483647,Montrose 006
1222,297,511,2147483647,Larimer 812
1223,191,432,2147483647,Fremont 016
1224,698,197,2147483647,Boulder 309
1225,304,231,2147483647,Adams 099
1226,231,615,2147483647,Montrose 002
1227,340,269,2147483647,Arapahoe 160
1228,415,821,2147483647,Arapahoe 326
1229,115,340,2147483647,Delta 002
1230,392,708,2147483647,El Paso 224
1231,380,510,2147483647,Larimer 426
1232,372,101,2147483647,San Miguel 006
1233,237,600,2147483647,Montrose 018
1234,282,119,2147483647,Arapahoe 474
1235,576,125,1320216240,Denver 240
1236,573,362,2147483647,Boulder 410
1237,269,73,2147483647,Pueblo 046
1238,513,328,2147483647,Arapahoe 250
1239,418,423,2147483647,Jefferson 056
1240,428,379,2147483647,Arapahoe 263
1241,662,226,1320616639,Denver 639
1242,136,613,2147483647,Weld 345
1243,579,62,2147483647,Boulder 837
1244,495,398,2147483647,Larimer 542
1245,595,272,1320916914,Denver 914
1246,156,104,2147483647,Broomfield 028
1247,300,314,2147483647,Larimer 509
1248,638,232,2145335314,Larimer 314
1249,130,347,2147483647,Fremont 030
1250,613,372,1320616637,Denver 637
1251,254,255,2147483647,Larimer 534
1252,591,323,1310916938,Denver 938
1253,521,403,2147483647,Adams 047
1254,497,362,2145235238,Larimer 238
1255,536,141,2145235216,Larimer 216
1256,305,165,2147483647,Pueblo 069
1257,237,666,2147483647,Douglas 345
1258,281,583,2147483647,Delta 014
1259,331,97,2147483647,Pueblo 026
1260,361,343,2147483647,El Paso 133
1261,225,401,2147483647,El Paso 839
1262,399,258,1260303123,Arapahoe 123
1263,230,529,2147483647,Pueblo 202
1264,481,194,1310916930,Denver 930
1265,654,491,2147483647,Boulder 647
1266,148,464,2147483647,Weld 309
1267,252,408,2147483647,El Paso 226
1268,274,525,2147483647,Mesa 015
1269,297,115,2052619011,Eagle 011
1270,464,494,2147483647,Arapahoe 191
1271,803,193,1340516509,Denver 509
1272,514,315,2147483647,Arapahoe 241
1273,671,175,2147483647,Pitkin 003
1274,759,105,2147483647,Boulder 810
1275,303,390,2147483647,Archuleta 002
1276,243,130,2147483647,Arapahoe 368
1277,375,472,2147483647,Arapahoe 192
1278,219,443,2147483647,El Paso 156
1279,493,253,1160116113,Denver 113
1280,772,104,1310216209,Denver 209
1281,40,113,2147483647,Phillips 008
1282,319,481,2147483647,El Paso 120
1283,608,136,1340416406,Denver 406
1284,370,288,2147483647,Arapahoe 439
1285,99,408,2147483647,Mesa 018
1286,634,172,2147483647,Boulder 204
1287,463,146,2147483647,Garfield 007
1288,27,188,2147483647,Lincoln 003
1289,406,243,2147483647,Arapahoe 218
1290,420,197,2147483647,Eagle 017
1291,323,222,2147483647,Arapahoe 468
1292,757,199,1310616613,Denver 613
1293,270,221,2147483647,Lake 006
1294,1039,177,1340516541,Denver 541
1295,154,678,2147483647,Elbert 11
1296,440,394,2147483647,Arapahoe 209
1297,323,419,2147483647,Saguache 001
1298,467,343,2145335332,Larimer 332
1299,583,132,1330716707,Denver 707
1300,522,290,2147483647,Eagle 030
1301,806,123,1330716706,Denver 706
1302,298,88,2147483647,Pueblo 027
1303,344,224,2147483647,Arapahoe 464
1304,253,79,2147483647,Pueblo 034
1305,550,352,2147483647,Jefferson 045
1306,502,264,2147483647,Jefferson 087
1307,226,468,2147483647,Montrose 017
1308,413,69,2147483647,Boulder 872
1309,426,351,2147483647,Arapahoe 165
1310,485,461,2147483647,Jefferson 050
1311,825,53,2147483647,Boulder 821
1312,336,402,2147483647,Douglas 256
1313,398,376,2147483647,Arapahoe 213
1314,197,664,2147483647,Morgan 011
1315,829,156,1320216217,Denver 217
1316,403,350,2147483647,Larimer 429
1317,228,793,2147483647,El Paso 213
1318,483,393,2147483647,Arapahoe 207
1319,247,485,2147483647,Delta 017
1320,632,206,2147483647,Boulder 621
1321,151,445,2147483647,Prowers 010
1322,374,147,2147483647,Alamosa 001
1323,241,341,2147483647,Weld 122
1324,309,362,2147483647,San Miguel 004
1325,627,161,2147483647,Boulder 308
1326,968,325,2147483647,Broomfield 002
1327,664,252,1320616620,Denver 620
1328,246,689,2147483647,El Paso 227
1329,559,172,2145235213,Larimer 213
1330,386,423,2147483647,Douglas 234
1331,472,213,1310916929,Denver 929
1332,473,255,1260303130,Arapahoe 130
1333,138,727,2147483647,Logan 009
1334,638,366,2147483647,Ouray 003
1335,324,228,2147483647,Arapahoe 559
1336,739,172,2147483647,Routt 013
1337,920,125,1310816856,Denver 856
1338,369,512,2147483647,Douglas 118
1339,550,414,2147483647,Larimer 417
1340,245,735,2147483647,El Paso 441
1341,699,85,1330816812,Denver 812
1342,473,362,2147483647,Delta 020
1343,254,214,2147483647,Otero 012
1344,427,468,2147483647,Arapahoe 150
1345,745,149,1310616612,Denver 612
1346,311,213,2147483647,Arapahoe 459
1347,186,329,2147483647,Otero 014
1348,322,92,2147483647,Arapahoe 518
1349,409,223,2147483647,Boulder 606
1350,249,761,2147483647,El Paso 316
1351,719,112,1340416410,Denver 410
1352,658,476,2145235234,Larimer 234
1353,458,277,2147483647,Arapahoe 231
1354,373,299,2147483647,Pueblo 017
1355,869,92,1310816848,Denver 848
1356,392,397,2147483647,Larimer 420
1357,311,129,2147483647,Arapahoe 517
1358,358,309,2147483647,Adams 157
1359,578,277,2147483647,Larimer 702
1360,278,273,2147483647,Adams 138
1361,386,478,2147483647,Douglas 232
1362,607,215,2086159017,Summt 017
1363,607,99,1330616603,Denver 603
1364,479,461,2147483647,Broomfield 016
1365,545,436,2147483647,Broomfield 012
1366,475,272,2147483647,Arapahoe 419
1367,359,374,2147483647,La Plata 018
1368,497,395,2147483647,Arapahoe 194
1369,597,429,2147483647,Adams 056
1370,764,114,2147483647,Boulder 852
1371,323,598,2147483647,Weld 225
1372,465,98,1310616643,Denver 643
1373,509,273,2147483647,Arapahoe 154
1374,461,271,2147483647,Eagle 004
1375,885,94,2147483647,Boulder 807
1376,777,82,1310816845,Denver 845
1377,253,357,2147483647,Weld 303
1378,399,692,2147483647,Douglas 101
1379,421,171,2147483647,Arapahoe 543
1380,513,311,2147483647,Routt 003
1381,927,188,1330716705,Denver 705
1382,817,74,2147483647,Boulder 824
1383,459,648,2147483647,Chaffee 001
1384,495,319,2147483647,Jefferson 044
1385,392,334,2147483647,Boulder 604
1386,376,239,2147483647,Arapahoe 371
1387,372,393,2147483647,Douglas 219
1388,326,223,2147483647,Boulder 650
1389,527,287,1310916927,Denver 927
1390,525,1187,2147483647,Douglas 510
1391,448,528,2147483647,Arapahoe 219
1392,386,306,2147483647,Broomfield 031
1393,371,412,2147483647,Douglas 221
1394,545,333,2147483647,Adams 059
1395,233,94,2147483647,Pueblo 025
1396,482,500,2147483647,Jefferson 199
1397,79,308,2147483647,Moffat 011
1398,406,456,2147483647,Larimer 523
1399,656,235,2147483647,Boulder 202
1400,208,265,2147483647,Montrose 007
1401,328,214,2147483647,Arapahoe 304
1402,480,440,2021310007,Clear Creek 007
1403,394,404,2147483647,Adams 080
1404,756,178,1320216243,Denver 243
1405,88,401,2147483647,Moffat 007
1406,473,342,2147483647,Weld 114
1407,776,139,2147483647,Boulder 208
1408,586,260,1310616642,Denver 642
1409,205,622,2147483647,Fremont 003
1410,589,219,2086159019,Summt 019
1411,458,190,2145335326,Larimer 326
1412,456,126,2145335343,Larimer 343
1413,291,460,2147483647,La Plata 021
1414,600,239,1320916915,Denver 915
1415,326,552,1222230022,Jefferson 022
1416,818,80,1330816830,Denver 830
1417,406,336,2147483647,Adams 082
1418,375,255,2147483647,Boulder 645
1419,400,304,2147483647,Arapahoe 175
1420,526,363,2147483647,Boulder 636
1421,471,385,2147483647,Jefferson 190
1422,456,363,2086159013,Summt 013
1423,338,218,2147483647,Las Animas 015
1424,792,144,2147483647,Boulder 842
1425,328,210,2147483647,Pueblo 015
1426,357,263,2147483647,Routt 008
1427,685,317,2147483647,Boulder 413
1428,329,249,2147483647,Adams 143
1429,295,146,2147483647,Pueblo 075
1430,572,772,2147483647,Jefferson 077
1431,248,236,2147483647,El Paso 620
1432,251,158,1260303103,Arapahoe 103
1433,486,284,2147483647,Broomfield 014
1434,932,114,1310816849,Denver 849
1435,445,415,2147483647,Jefferson 063
1436,375,464,1162230011,Jefferson 011
1437,277,476,2147483647,Delta 011
1438,373,238,2147483647,Larimer 544
1439,494,61,1330716721,Denver 721
1440,696,327,2147483647,Jefferson 092
1441,198,517,2147483647,Adams 251
1442,428,188,2147483647,Arapahoe 414
1443,196,160,2147483647,Saguache 006
1444,728,252,1320616636,Denver 636
1445,717,113,2147483647,Boulder 851
1446,319,479,2147483647,Douglas 314
1447,676,293,1310616627,Denver 627
1448,388,355,1160116128,Denver 128
1449,312,430,2147483647,Douglas 206
1450,517,365,2147483647,Broomfield 015
1451,510,195,1260303117,Arapahoe 117
1452,877,203,2147483647,Boulder 212
1453,544,237,2145335320,Larimer 320
1454,110,18,1340416427,Denver 427
1455,225,143,2147483647,Adams 116
1456,515,426,2147483647,Jefferson 049
1457,722,272,1310616622,Denver 622
1458,644,369,2147483647,Routt 016
1459,150,627,2147483647,Arapahoe 363
1460,633,225,2147483647,Jefferson 197
1461,478,217,2147483647,Boulder 651
1462,668,400,1320616616,Denver 616
1463,138,574,2147483647,Weld 311
1464,376,218,2147483647,Arapahoe 520
1465,763,237,1310916904,Denver 904
1466,196,89,2147483647,Pueblo 070
1467,363,625,2147483647,Weld 215
1468,706,84,1330816826,Denver 826
1469,253,94,2147483647,Pueblo 021
1470,408,986,2147483647,Montezuma 004
1471,312,507,2147483647,Weld 221
1472,617,45,1330816802,Denver 802
1473,344,432,2147483647,Douglas 228
1474,1115,166,1330816829,Denver 829
1475,352,761,2147483647,Douglas 269
1476,609,93,2147483647,La Plata 001
1477,308,164,2147483647,Adams 019
1478,508,407,2147483647,Gunnison 013
1479,707,310,2147483647,Boulder 316
1480,441,447,2147483647,Delta 018
1481,139,296,2147483647,Delta 003
1482,512,376,2147483647,Broomfield 010
1483,146,294,2147483647,Logan 005
1484,245,481,2147483647,Mesa 010
1485,721,436,2147483647,Jefferson 204
1486,576,453,2147483647,Arapahoe 176
1487,282,256,2147483647,El Paso 124
1488,659,270,2147483647,Jefferson 180
1489,322,547,2147483647,Mesa 032
1490,258,590,2147483647,Douglas 401
1491,459,278,2145235224,Larimer 224
1492,544,463,2147483647,Adams 210
1493,507,513,2147483647,Arapahoe 155
1494,537,319,2147483647,Broomfield 023
1495,749,218,2147483647,Boulder 918
1496,636,464,2147483647,Arapahoe 240
1497,461,123,2145335308,Larimer 308
1498,164,113,2147483647,Weld 146
1499,431,213,2147483647,Broomfield 013
1500,209,478,2081325005,Grand 005
1501,366,484,2147483647,Montrose 024
1502,205,637,2147483647,Arapahoe 362
1503,316,565,2147483647,Douglas 108
1504,70,66,2147483647,El Paso 196
